gene	gene_lfc_negative	fdr_gene_negative
ilvC	-1.203301789493823	0.010985772036186461
yfaA	-1.996644940647742	0.011092237944207552
yegD	-1.0593836219861803	0.01128421687706142
fucO	-0.6074491188774501	0.011903189006771042
luxS	-1.7553596708428358	0.012078243392310345
rspA	-1.7817801224160872	0.01229637557314256
slyD	-0.4439152846323912	0.012387982849383817
ebgA	-6.495502983633566	0.012859069438055135
talB	-1.7746597657142273	0.013010893471167807
miaA	-0.6571700210972523	0.013022786298900938
ompA	-1.2374401825410195	0.013062135819766344
waaH	-1.0162728145236892	0.013083586764835725
yfhM	-1.003526247129201	0.013109092329968758
garP	-0.8932190638471185	0.013116739781408433
exbD	-1.6194829682382164	0.013355153917932861
treA	-0.7060652282547902	0.013424615408941127
cadA	-1.0800309815005493	0.013424615408941127
flgG	-0.6716387984015265	0.013732649252292691
lyxK	-0.689753425194611	0.013759558695967851
smtA	-1.5671926459558254	0.013774310106260209
yiaW	-0.5275849717006819	0.013821365759137746
aspC	-0.4151489329830864	0.01385709625598954
yjbH	-0.6928242121279408	0.013861253010022051
yajO	-0.9983477323336654	0.013930900841104484
rhtB	-1.5881783353167815	0.01394804439026643
minD	-3.1793589191512233	0.013968940125431886
motA	-1.1118165900460852	0.01397361472356575
yicR	-0.586134851413909	0.014115315360874273
guaD	-0.5660423202463819	0.014117951152387846
glrK	-9.26337263600616	0.01436952774931896
cra	-1.019633321964883	0.014411169852556504
yheT	-1.1766956001192788	0.014424299872286297
yajG	-0.9261666822278559	0.014504397229680078
thrV	-1.0356718741490418	0.014536688479267498
ydaN	-0.8169133789292289	0.014559924190087408
yedY	-1.0381493906671042	0.014643133678997044
focA	-1.9858676289126447	0.014699096244955828
flgK	-0.9813535826422741	0.015271824564274318
scpB	-1.2082389902404167	0.015588677120647562
hokD	-1.59123416957143	0.015751458182452042
serW	-3.143178687422695	0.01583217911891719
fdrA	-1.0600854738449887	0.015863288831258225
yegK	-2.281695881926793	0.015964679329313936
G0-10702	-1.3506543969801308	0.015997827919085536
aroG	-2.2149361952316693	0.016006652563589747
scpA	-1.681041370993712	0.01607927947715866
tmcA	-1.3110119891813747	0.01608206962308791
gdhA	-1.0518102795537392	0.01612357020193826
gfcC	-0.41946201493520546	0.01614818269119615
cueO	-1.152023584541565	0.01624290932779092
arpA	-0.8603342868301864	0.01625393700679481
mrcA	-1.1819911455427339	0.016463392021129997
fsaA	-0.8615485166629662	0.016710456497791924
upp	-1.2067191799085655	0.016800583632536073
napA	-0.6590171138078648	0.01710139575363295
pgaB	-0.8991414489927488	0.01726816700894489
fucA	-1.9441585289594452	0.01726816700894489
opgH	-1.065180051702918	0.017325102553517678
yiiF	-2.294061710696445	0.017397505650658257
yciG	-1.3060019512420746	0.0175221300465179
yhjV	-1.0523659341389853	0.01765155580700414
ydeA	-9.280606215597729	0.017681087511074053
yehA	-0.6797264672704856	0.017712984719084054
kdgR	-1.2532869646238147	0.017748777458975965
ybaM	-0.946866819581498	0.017748777458975965
dusA	-0.8987600302132097	0.01829365164044786
hycH	-1.41942072569568	0.018306588531511944
tesA	-0.41412480537032426	0.018620909177007858
yqjI	-0.6662966316560316	0.018633030671890854
ygcS	-2.93337619761691	0.01870992720114943
opgC	-1.138065350330848	0.018837192529038087
aslA	-1.7223807944692386	0.019035740483704586
ybeF	-8.97450881989804	0.019184669173063783
yjbB	-1.0498422727134238	0.01933763148109031
rlmG	-0.8109306942712252	0.01933763148109031
ycaO	-0.6269667705304816	0.01944521906771982
folB	-0.8605590811004747	0.019615844653103023
yneH	-2.5018453196861348	0.019623913755646715
dadX	-0.4020628484914391	0.01980772066066633
ldcA	-0.9462997552938103	0.01994510355328172
ybiJ	-0.42491168838147303	0.020190590464393077
sseB	-2.598863374311613	0.020190590464393077
truB	-0.6666567371587869	0.020718308050887535
ygdH	-1.2166903749660445	0.020794624296679397
mtlA	-1.8221726261491287	0.020959448434771405
lpxP	-0.6681339929752543	0.021640092970232283
lacI	-2.945192027912505	0.02218501739843373
abrB	-1.0390421397900336	0.02241951002969684
waaB	-1.2274610064082268	0.02266083969758624
yhdZ	-1.9286448812680859	0.02299422995696473
dinF	-0.9487848824335116	0.02305762050250195
yjeN	-1.2390842600925827	0.023096459228663258
ygiD	-1.0440051542543807	0.02314936683063607
yaiE	-0.7027579832934912	0.02318708044411945
ymbA	-0.6659743747706646	0.02351192922122321
tonB	-3.3387753505479	0.023694903718305294
gspI	-2.280243916218746	0.024265481942682292
ytfQ	-1.5894733578199531	0.024453796208211767
ydbJ	-0.6148456489006451	0.024702085504579707
torI	-0.6878472941030352	0.024840703535028628
insO-2	-4.651420016646726	0.024897991366383227
sutR	-1.1736897065926981	0.024990405288485167
thiG	-0.7952754016594741	0.02508220842870437
pcm	-1.1056176103458397	0.02511139680143866
rpoS	-0.6124769984639091	0.0252185142779144
fixC	-1.2515666199784612	0.02537276178607017
purR	-0.8916089435867992	0.02559130753840239
mpaA	-2.3607547886745723	0.025645005063543225
yhgE	-0.9516351433804706	0.026615777237930457
phoH	-0.7248129244390117	0.026627176566319487
alsA	-1.3814044339139504	0.02675642925693688
aaeB	-1.5946775571785428	0.02692849250647422
yehS	-0.32089722534229764	0.027005907716133308
hemG	-1.7286903058925391	0.027050984524861724
lplA	-1.2424686247406238	0.027050984524861724
glnL	-0.5377116769672748	0.02739813567540821
yeaN	-1.1130407248120213	0.0275609035343235
slp	-1.2593367367738797	0.028022390436072752
yiaC	-1.8135885824934146	0.028370373531771825
bcsB	-0.5173445810564041	0.02902023233432543
nrdI	-0.6142460248277254	0.029514306029022046
chiA	-1.5857970340906735	0.03085046405702662
caiD	-0.9989162386582685	0.032155176704997325
ybdJ	-0.6267717404558261	0.03224112076045786
pfkB	-5.741436421619508	0.03255450479339694
fliS	-1.500369856266194	0.0326233900707185
hypF	-0.5601311573093313	0.032696479815887226
ssnA	-3.995591579891748	0.033273390366951275
yphE	-0.984844122854849	0.033491929790564104
dedA	-0.7502028621959715	0.033561051547803554
ybgD	-0.7136711778477012	0.03415456852444905
kduD	-1.2159528107542013	0.03440855659684429
gsiB	-3.973109141390049	0.03442622871725125
moeB	-9.15939863738136	0.034578964751966555
aidB	-6.093033445333232	0.03481061351659176
mprA	-0.9600485389472622	0.03484273563549601
proM	-5.000131939333238	0.03533460006549985
ygjH	-0.8822099628973866	0.03601451942270762
betA	-1.3659461571188531	0.036096349801157654
mhpB	-0.9389222012524508	0.03613881215274787
yeaP	-1.3718182254913647	0.0365021422543951
endA	-1.6414379582250074	0.0365379586398485
clsA	-0.832184988688105	0.03694225008566039
nikB	-0.6832167288818293	0.03694225008566039
yfcT	-0.9368440984985144	0.03695174366626647
rhtC	-0.8196722657477543	0.03703511446120993
arsB	-0.8244195702544683	0.03711223146460603
trmL	-1.4186520574530879	0.03723798687724779
ygjI	-2.0122100826513707	0.037822393857283414
sibB	-0.8978474909749721	0.038456747829378565
ogt	-0.5797924229020891	0.03859051379368714
hdhA	-1.63453531223648	0.039354396523313566
intB	-1.4024837536321453	0.039629131199438526
yadD	-2.4875201188895706	0.03965256941796721
cyoA	-0.5955944768194716	0.03993104807159571
atoA	-0.563861558463194	0.040033771720125094
hybE	-2.0152131537833045	0.040033771720125094
ydfB	-1.6747305770183791	0.04013323574861058
ynbC	-8.946555862225667	0.04147713610931256
mlaA	-0.9850068606018889	0.04185858147160887
tauB	-1.2360004953150212	0.04185858147160887
yqeF	-1.5591431729576855	0.04203992571375022
ascG	-0.8544096724026177	0.0424659267855727
yjfP	-0.9835072562111533	0.042586207339256395
panZ	-1.9185527055844387	0.042597642551286494
yfcE	-0.9715152246162352	0.04270620368872185
trpE	-1.4924179315835555	0.04292208384064345
fsr	-0.7830528231904366	0.04295790672642976
marA	-0.4574376163395221	0.043037628248758036
ydeS	-0.8645210424262768	0.04348403636316333
ydaM	-1.341719390732296	0.043753396967327295
xdhC	-0.8673111936958744	0.043835501188628535
ynjC	-0.5668288638546851	0.04420763212482853
glnP	-1.9573218489647803	0.04450753621257082
cysA	-4.748649787662971	0.04471092678514946
ydhT	-0.35799811836564566	0.04472350362058819
idnO	-0.8580524750919485	0.04472350362058819
yidD	-1.9667684863399815	0.045031593058794415
rutD	-0.8837692774569249	0.04510394103420315
intQ	-1.20984017897048	0.045412365427793956
mglA	-2.208222685222992	0.04580975106835387
yahM	-1.3974438212104	0.046174335832750955
yfbM	-5.194721833863142	0.04652908613566202
yoeA	-1.0132790304045904	0.04652908613566202
paaF	-1.446538163890503	0.04699764196816057
ycfL	-0.6871926308424696	0.047136726444594816
wzb	-1.3472116446112745	0.04749029973192969
mntH	-1.1791644017169505	0.04818949435425524
yqeB	-1.4774134363691624	0.04879120649645866
eptB	-1.06001905977075	0.04935138054415816
yahI	-1.1158499257552479	0.0499250392091457
